date,location_id,sku_id,reported_qty_sold
2025-01-16,LOC-04,SKU-0006,85
2025-01-17,LOC-04,SKU-0006,108
2025-01-18,LOC-04,SKU-0006,88
2025-01-19,LOC-04,SKU-0006,106
2025-01-20,LOC-04,SKU-0006,105
2025-01-21,LOC-04,SKU-0006,100
2025-01-22,LOC-04,SKU-0006,103
2025-01-23,LOC-04,SKU-0006,102
2025-01-24,LOC-04,SKU-0006,83
2025-01-25,LOC-04,SKU-0006,79
2025-01-26,LOC-04,SKU-0006,103
2025-01-27,LOC-04,SKU-0006,101
2025-01-28,LOC-04,SKU-0006,111
2025-01-29,LOC-04,SKU-0006,91
2025-01-30,LOC-04,SKU-0006,90
2025-01-31,LOC-04,SKU-0006,523
2025-02-01,LOC-04,SKU-0006,81
2025-02-02,LOC-04,SKU-0006,87
2025-02-03,LOC-04,SKU-0006,77
2025-02-04,LOC-04,SKU-0006,92
2025-02-05,LOC-04,SKU-0006,61
2025-02-06,LOC-04,SKU-0006,75
2025-02-07,LOC-04,SKU-0006,77
2025-02-08,LOC-04,SKU-0006,64
2025-02-09,LOC-04,SKU-0006,73
2025-02-10,LOC-04,SKU-0006,62
2025-02-11,LOC-04,SKU-0006,279
2025-02-12,LOC-04,SKU-0006,80
2025-02-13,LOC-04,SKU-0006,61
2025-02-14,LOC-04,SKU-0006,65
2025-02-15,LOC-04,SKU-0006,72
2025-02-16,LOC-04,SKU-0006,54
2025-02-17,LOC-04,SKU-0006,70
2025-02-18,LOC-04,SKU-0006,70
2025-02-19,LOC-04,SKU-0006,78
2025-02-20,LOC-04,SKU-0006,70
2025-02-21,LOC-04,SKU-0006,68
2025-02-22,LOC-04,SKU-0006,83
2025-02-23,LOC-04,SKU-0006,72
2025-02-24,LOC-04,SKU-0006,84
2025-02-25,LOC-04,SKU-0006,68
2024-11-28,LOC-04,SKU-0037,69
2024-11-29,LOC-04,SKU-0037,86
2024-11-30,LOC-04,SKU-0037,87
2024-12-01,LOC-04,SKU-0037,79
2024-12-02,LOC-04,SKU-0037,106
2024-12-03,LOC-04,SKU-0037,96
2024-12-04,LOC-04,SKU-0037,67
2024-12-05,LOC-04,SKU-0037,623
2024-12-06,LOC-04,SKU-0037,102
2024-12-07,LOC-04,SKU-0037,107
2024-12-08,LOC-04,SKU-0037,103
2024-12-09,LOC-04,SKU-0037,89
2024-12-10,LOC-04,SKU-0037,75
2024-12-11,LOC-04,SKU-0037,101
2024-12-12,LOC-04,SKU-0037,79
2024-12-13,LOC-04,SKU-0037,102
2024-12-14,LOC-04,SKU-0037,94
2024-12-15,LOC-04,SKU-0037,111
2024-12-16,LOC-04,SKU-0037,91
2024-12-17,LOC-04,SKU-0037,75
2024-12-18,LOC-04,SKU-0037,82
2024-12-19,LOC-04,SKU-0037,70
2024-12-20,LOC-04,SKU-0037,74
2024-12-21,LOC-04,SKU-0037,76
2024-12-22,LOC-04,SKU-0037,79
2024-12-23,LOC-04,SKU-0037,474
2024-12-24,LOC-04,SKU-0037,73
2024-12-25,LOC-04,SKU-0037,69
2024-12-26,LOC-04,SKU-0037,70
2024-12-27,LOC-04,SKU-0037,71
2024-12-28,LOC-04,SKU-0037,69
2024-12-29,LOC-04,SKU-0037,72
2024-12-30,LOC-04,SKU-0037,62
2024-12-31,LOC-04,SKU-0037,61
2025-01-01,LOC-04,SKU-0037,78
2025-01-02,LOC-04,SKU-0037,65
2025-01-03,LOC-04,SKU-0037,61
2025-01-04,LOC-04,SKU-0037,66
2025-01-05,LOC-04,SKU-0037,53
2025-01-06,LOC-04,SKU-0037,52
2025-01-07,LOC-04,SKU-0037,67
2025-01-08,LOC-04,SKU-0037,69
2025-01-09,LOC-04,SKU-0037,86
2025-01-10,LOC-04,SKU-0037,67
2025-01-11,LOC-04,SKU-0037,68
2025-01-12,LOC-04,SKU-0037,90
2025-01-13,LOC-04,SKU-0037,90
2025-01-14,LOC-04,SKU-0037,84
2025-01-15,LOC-04,SKU-0037,89
2025-01-16,LOC-04,SKU-0037,80
2025-01-17,LOC-04,SKU-0037,80
2025-01-18,LOC-04,SKU-0037,90
2025-01-19,LOC-04,SKU-0037,102
2025-01-20,LOC-04,SKU-0037,94
2025-01-21,LOC-04,SKU-0037,86
2025-01-22,LOC-04,SKU-0037,72
2025-01-23,LOC-04,SKU-0037,90
2025-01-24,LOC-04,SKU-0037,98
2025-01-25,LOC-04,SKU-0037,78
2025-01-26,LOC-04,SKU-0037,105
2025-01-27,LOC-04,SKU-0037,96
2025-01-28,LOC-04,SKU-0037,98
2025-01-29,LOC-04,SKU-0037,85
2025-01-30,LOC-04,SKU-0037,82
2025-01-31,LOC-04,SKU-0037,84
2025-02-01,LOC-04,SKU-0037,93
2025-02-02,LOC-04,SKU-0037,94
2025-02-03,LOC-04,SKU-0037,88
2025-02-04,LOC-04,SKU-0037,75
2025-02-05,LOC-04,SKU-0037,61
2025-02-06,LOC-04,SKU-0037,86
2025-02-07,LOC-04,SKU-0037,61
2025-02-08,LOC-04,SKU-0037,457
2025-02-09,LOC-04,SKU-0037,81
2025-02-10,LOC-04,SKU-0037,61
2025-02-11,LOC-04,SKU-0037,70
2025-02-12,LOC-04,SKU-0037,245
2025-02-13,LOC-04,SKU-0037,76
2025-02-14,LOC-04,SKU-0037,74
2025-02-15,LOC-04,SKU-0037,70
2025-02-16,LOC-04,SKU-0037,67
2025-02-17,LOC-04,SKU-0037,61
2025-02-18,LOC-04,SKU-0037,74
2025-02-19,LOC-04,SKU-0037,58
2025-02-20,LOC-04,SKU-0037,79
2025-02-21,LOC-04,SKU-0037,402
2025-02-22,LOC-04,SKU-0037,77
2025-02-23,LOC-04,SKU-0037,93
2025-02-24,LOC-04,SKU-0037,60
2025-02-25,LOC-04,SKU-0037,87
2024-11-28,LOC-04,SKU-0046,129
2024-11-29,LOC-04,SKU-0046,132
2024-11-30,LOC-04,SKU-0046,101
2024-12-01,LOC-04,SKU-0046,134
2024-12-02,LOC-04,SKU-0046,139
2024-12-03,LOC-04,SKU-0046,132
2024-12-04,LOC-04,SKU-0046,633
2024-12-05,LOC-04,SKU-0046,154
2024-12-06,LOC-04,SKU-0046,156
2024-12-07,LOC-04,SKU-0046,146
2024-12-08,LOC-04,SKU-0046,135
2024-12-09,LOC-04,SKU-0046,1016
2024-12-10,LOC-04,SKU-0046,138
2024-12-11,LOC-04,SKU-0046,136
2024-12-12,LOC-04,SKU-0046,127
2024-12-13,LOC-04,SKU-0046,143
2024-12-14,LOC-04,SKU-0046,158
2024-12-15,LOC-04,SKU-0046,121
2024-12-16,LOC-04,SKU-0046,111
2024-12-17,LOC-04,SKU-0046,134
2024-12-18,LOC-04,SKU-0046,124
2024-12-19,LOC-04,SKU-0046,132
2024-12-20,LOC-04,SKU-0046,113
2024-12-21,LOC-04,SKU-0046,108
2024-12-22,LOC-04,SKU-0046,130
2024-12-23,LOC-04,SKU-0046,118
2024-12-24,LOC-04,SKU-0046,112
2024-12-25,LOC-04,SKU-0046,96
2024-12-26,LOC-04,SKU-0046,286
2024-12-27,LOC-04,SKU-0046,93
2024-12-28,LOC-04,SKU-0046,361
2024-12-29,LOC-04,SKU-0046,95
2024-12-30,LOC-04,SKU-0046,105
2024-12-31,LOC-04,SKU-0046,98
2025-01-01,LOC-04,SKU-0046,97
2025-01-02,LOC-04,SKU-0046,82
2025-01-03,LOC-04,SKU-0046,90
2025-01-04,LOC-04,SKU-0046,98
2025-01-05,LOC-04,SKU-0046,96
2025-01-06,LOC-04,SKU-0046,90
2025-01-07,LOC-04,SKU-0046,86
2025-01-08,LOC-04,SKU-0046,100
2025-01-09,LOC-04,SKU-0046,110
2025-01-10,LOC-04,SKU-0046,130
2025-01-11,LOC-04,SKU-0046,120
2025-01-12,LOC-04,SKU-0046,118
2025-01-13,LOC-04,SKU-0046,595
2025-01-14,LOC-04,SKU-0046,669
2025-01-15,LOC-04,SKU-0046,124
2025-01-16,LOC-04,SKU-0046,142
2025-01-17,LOC-04,SKU-0046,132
2025-01-18,LOC-04,SKU-0046,113
2025-01-19,LOC-04,SKU-0046,149
2025-01-20,LOC-04,SKU-0046,115
2025-01-21,LOC-04,SKU-0046,164
2025-01-22,LOC-04,SKU-0046,132
2025-01-23,LOC-04,SKU-0046,126
2025-01-24,LOC-04,SKU-0046,133
2025-01-25,LOC-04,SKU-0046,145
2025-01-26,LOC-04,SKU-0046,144
2025-01-27,LOC-04,SKU-0046,148
2025-01-28,LOC-04,SKU-0046,127
2025-01-29,LOC-04,SKU-0046,131
2025-01-30,LOC-04,SKU-0046,141
2025-01-31,LOC-04,SKU-0046,137
2025-02-01,LOC-04,SKU-0046,113
2025-02-02,LOC-04,SKU-0046,114
2025-02-03,LOC-04,SKU-0046,124
2025-02-04,LOC-04,SKU-0046,121
2025-02-05,LOC-04,SKU-0046,125
2025-02-06,LOC-04,SKU-0046,93
2025-02-07,LOC-04,SKU-0046,110
2025-02-08,LOC-04,SKU-0046,116
2025-02-09,LOC-04,SKU-0046,103
2025-02-10,LOC-04,SKU-0046,76
2025-02-11,LOC-04,SKU-0046,91
2025-02-12,LOC-04,SKU-0046,107
2025-02-13,LOC-04,SKU-0046,99
2025-02-14,LOC-04,SKU-0046,109
2025-02-15,LOC-04,SKU-0046,322
2025-02-16,LOC-04,SKU-0046,95
2025-02-17,LOC-04,SKU-0046,107
2025-02-18,LOC-04,SKU-0046,99
2025-02-19,LOC-04,SKU-0046,105
2025-02-20,LOC-04,SKU-0046,91
2025-02-21,LOC-04,SKU-0046,107
2025-02-22,LOC-04,SKU-0046,102
2025-02-23,LOC-04,SKU-0046,107
2025-02-24,LOC-04,SKU-0046,128
2025-02-25,LOC-04,SKU-0046,120
2024-11-28,LOC-04,SKU-0014,128
2024-11-29,LOC-04,SKU-0014,133
2024-11-30,LOC-04,SKU-0014,110
2024-12-01,LOC-04,SKU-0014,144
2024-12-02,LOC-04,SKU-0014,115
2024-12-03,LOC-04,SKU-0014,144
2024-12-04,LOC-04,SKU-0014,146
2024-12-05,LOC-04,SKU-0014,136
2024-12-06,LOC-04,SKU-0014,146
2024-12-07,LOC-04,SKU-0014,140
2024-12-08,LOC-04,SKU-0014,167
2024-12-09,LOC-04,SKU-0014,758
2024-12-10,LOC-04,SKU-0014,140
2024-12-11,LOC-04,SKU-0014,129
2024-12-12,LOC-04,SKU-0014,136
2024-12-13,LOC-04,SKU-0014,131
2024-12-14,LOC-04,SKU-0014,147
2024-12-15,LOC-04,SKU-0014,128
2024-12-16,LOC-04,SKU-0014,121
2024-12-17,LOC-04,SKU-0014,129
2024-12-18,LOC-04,SKU-0014,100
2024-12-19,LOC-04,SKU-0014,123
2024-12-20,LOC-04,SKU-0014,112
2024-12-21,LOC-04,SKU-0014,125
2024-12-22,LOC-04,SKU-0014,690
2024-12-23,LOC-04,SKU-0014,104
2024-12-24,LOC-04,SKU-0014,91
2024-12-25,LOC-04,SKU-0014,108
2024-12-26,LOC-04,SKU-0014,90
2024-12-27,LOC-04,SKU-0014,88
2024-12-28,LOC-04,SKU-0014,101
2024-12-29,LOC-04,SKU-0014,91
2024-12-30,LOC-04,SKU-0014,93
2024-12-31,LOC-04,SKU-0014,104
2025-01-01,LOC-04,SKU-0014,433
2025-01-02,LOC-04,SKU-0014,112
2025-01-03,LOC-04,SKU-0014,91
2025-01-04,LOC-04,SKU-0014,89
2025-01-05,LOC-04,SKU-0014,100
2025-01-06,LOC-04,SKU-0014,814
2025-01-07,LOC-04,SKU-0014,121
2025-01-08,LOC-04,SKU-0014,111
2025-01-09,LOC-04,SKU-0014,105
2025-01-10,LOC-04,SKU-0014,138
2025-01-11,LOC-04,SKU-0014,130
2025-01-12,LOC-04,SKU-0014,123
2025-01-13,LOC-04,SKU-0014,128
2025-01-14,LOC-04,SKU-0014,115
2025-01-15,LOC-04,SKU-0014,160
2025-01-16,LOC-04,SKU-0014,163
2025-01-17,LOC-04,SKU-0014,140
2025-01-18,LOC-04,SKU-0014,131
2025-01-19,LOC-04,SKU-0014,135
2025-01-20,LOC-04,SKU-0014,142
2025-01-21,LOC-04,SKU-0014,145
2025-01-22,LOC-04,SKU-0014,153
2025-01-23,LOC-04,SKU-0014,130
2025-01-24,LOC-04,SKU-0014,137
2025-01-25,LOC-04,SKU-0014,136
2025-01-26,LOC-04,SKU-0014,144
2025-01-27,LOC-04,SKU-0014,149
2025-01-28,LOC-04,SKU-0014,156
2025-01-29,LOC-04,SKU-0014,138
2025-01-30,LOC-04,SKU-0014,107
2025-01-31,LOC-04,SKU-0014,112
2025-02-01,LOC-04,SKU-0014,128
2025-02-02,LOC-04,SKU-0014,139
2025-02-03,LOC-04,SKU-0014,124
2025-02-04,LOC-04,SKU-0014,486
2025-02-05,LOC-04,SKU-0014,109
2025-02-06,LOC-04,SKU-0014,102
2025-02-07,LOC-04,SKU-0014,110
2025-02-08,LOC-04,SKU-0014,116
2025-02-09,LOC-04,SKU-0014,104
2025-02-10,LOC-04,SKU-0014,865
2025-02-11,LOC-04,SKU-0014,321
2025-02-12,LOC-04,SKU-0014,98
2025-02-13,LOC-04,SKU-0014,96
2025-02-14,LOC-04,SKU-0014,94
2025-02-15,LOC-04,SKU-0014,92
2025-02-16,LOC-04,SKU-0014,96
2025-02-17,LOC-04,SKU-0014,661
2025-02-18,LOC-04,SKU-0014,107
2025-02-19,LOC-04,SKU-0014,94
2025-02-20,LOC-04,SKU-0014,120
2025-02-21,LOC-04,SKU-0014,115
2025-02-22,LOC-04,SKU-0014,106
2025-02-23,LOC-04,SKU-0014,110
2025-02-24,LOC-04,SKU-0014,138
2025-02-25,LOC-04,SKU-0014,125
2024-11-28,LOC-04,SKU-0055,145
2024-11-29,LOC-04,SKU-0055,115
2024-11-30,LOC-04,SKU-0055,121
2024-12-01,LOC-04,SKU-0055,127
2024-12-02,LOC-04,SKU-0055,148
2024-12-03,LOC-04,SKU-0055,134
2024-12-04,LOC-04,SKU-0055,152
2024-12-05,LOC-04,SKU-0055,142
2024-12-06,LOC-04,SKU-0055,146
2024-12-07,LOC-04,SKU-0055,164
2024-12-08,LOC-04,SKU-0055,154
2024-12-09,LOC-04,SKU-0055,143
2024-12-10,LOC-04,SKU-0055,134
2024-12-11,LOC-04,SKU-0055,135
2024-12-12,LOC-04,SKU-0055,145
2024-12-13,LOC-04,SKU-0055,130
2024-12-14,LOC-04,SKU-0055,153
2024-12-15,LOC-04,SKU-0055,147
2024-12-16,LOC-04,SKU-0055,118
2024-12-17,LOC-04,SKU-0055,114
2024-12-18,LOC-04,SKU-0055,404
2024-12-19,LOC-04,SKU-0055,127
2024-12-20,LOC-04,SKU-0055,106
2024-12-21,LOC-04,SKU-0055,109
2024-12-22,LOC-04,SKU-0055,118
2024-12-23,LOC-04,SKU-0055,122
2024-12-24,LOC-04,SKU-0055,105
2024-12-25,LOC-04,SKU-0055,104
2024-12-26,LOC-04,SKU-0055,86
2024-12-27,LOC-04,SKU-0055,99
2024-12-28,LOC-04,SKU-0055,94
2024-12-29,LOC-04,SKU-0055,108
2024-12-30,LOC-04,SKU-0055,94
2024-12-31,LOC-04,SKU-0055,103
2025-01-01,LOC-04,SKU-0055,663
2025-01-02,LOC-04,SKU-0055,85
2025-01-03,LOC-04,SKU-0055,83
2025-01-04,LOC-04,SKU-0055,101
2025-01-05,LOC-04,SKU-0055,80
2025-01-06,LOC-04,SKU-0055,102
2025-01-07,LOC-04,SKU-0055,118
2025-01-08,LOC-04,SKU-0055,97
2025-01-09,LOC-04,SKU-0055,125
2025-01-10,LOC-04,SKU-0055,128
2025-01-11,LOC-04,SKU-0055,117
2025-01-12,LOC-04,SKU-0055,115
2025-01-13,LOC-04,SKU-0055,127
2025-01-14,LOC-04,SKU-0055,129
2025-01-15,LOC-04,SKU-0055,123
2025-01-16,LOC-04,SKU-0055,145
2025-01-17,LOC-04,SKU-0055,119
2025-01-18,LOC-04,SKU-0055,128
2025-01-19,LOC-04,SKU-0055,127
2025-01-20,LOC-04,SKU-0055,141
2025-01-21,LOC-04,SKU-0055,160
2025-01-22,LOC-04,SKU-0055,133
2025-01-23,LOC-04,SKU-0055,563
2025-01-24,LOC-04,SKU-0055,145
2025-01-25,LOC-04,SKU-0055,155
2025-01-26,LOC-04,SKU-0055,100
2025-01-27,LOC-04,SKU-0055,141
2025-01-28,LOC-04,SKU-0055,127
2025-01-29,LOC-04,SKU-0055,142
2025-01-30,LOC-04,SKU-0055,132
2025-01-31,LOC-04,SKU-0055,119
2025-02-01,LOC-04,SKU-0055,117
2025-02-02,LOC-04,SKU-0055,126
2025-02-03,LOC-04,SKU-0055,132
2025-02-04,LOC-04,SKU-0055,102
2025-02-05,LOC-04,SKU-0055,109
2025-02-06,LOC-04,SKU-0055,127
2025-02-07,LOC-04,SKU-0055,95
2025-02-08,LOC-04,SKU-0055,92
2025-02-09,LOC-04,SKU-0055,91
2025-02-10,LOC-04,SKU-0055,89
2025-02-11,LOC-04,SKU-0055,86
2025-02-12,LOC-04,SKU-0055,108
2025-02-13,LOC-04,SKU-0055,92
2025-02-14,LOC-04,SKU-0055,92
2025-02-15,LOC-04,SKU-0055,100
2025-02-16,LOC-04,SKU-0055,112
2025-02-17,LOC-04,SKU-0055,85
2025-02-18,LOC-04,SKU-0055,88
2025-02-19,LOC-04,SKU-0055,90
2025-02-20,LOC-04,SKU-0055,115
2025-02-21,LOC-04,SKU-0055,85
2025-02-22,LOC-04,SKU-0055,647
2025-02-23,LOC-04,SKU-0055,119
2025-02-24,LOC-04,SKU-0055,120
2025-02-25,LOC-04,SKU-0055,120
2024-11-28,LOC-04,SKU-0034,68
2024-11-29,LOC-04,SKU-0034,73
2024-11-30,LOC-04,SKU-0034,96
2024-12-01,LOC-04,SKU-0034,83
2024-12-02,LOC-04,SKU-0034,87
2024-12-03,LOC-04,SKU-0034,87
2024-12-04,LOC-04,SKU-0034,91
2024-12-05,LOC-04,SKU-0034,92
2024-12-06,LOC-04,SKU-0034,96
2024-12-07,LOC-04,SKU-0034,91
2024-12-08,LOC-04,SKU-0034,80
2024-12-09,LOC-04,SKU-0034,103
2024-12-10,LOC-04,SKU-0034,87
2024-12-11,LOC-04,SKU-0034,103
2024-12-12,LOC-04,SKU-0034,97
2024-12-13,LOC-04,SKU-0034,90
2024-12-14,LOC-04,SKU-0034,588
2024-12-15,LOC-04,SKU-0034,92
2024-12-16,LOC-04,SKU-0034,88
2024-12-17,LOC-04,SKU-0034,277
2024-12-18,LOC-04,SKU-0034,81
2024-12-19,LOC-04,SKU-0034,76
2024-12-20,LOC-04,SKU-0034,88
2024-12-21,LOC-04,SKU-0034,69
2024-12-22,LOC-04,SKU-0034,87
2024-12-23,LOC-04,SKU-0034,60
2024-12-24,LOC-04,SKU-0034,71
2024-12-25,LOC-04,SKU-0034,68
2024-12-26,LOC-04,SKU-0034,66
2024-12-27,LOC-04,SKU-0034,74
2024-12-28,LOC-04,SKU-0034,60
2024-12-29,LOC-04,SKU-0034,75
2024-12-30,LOC-04,SKU-0034,65
2024-12-31,LOC-04,SKU-0034,69
2025-01-01,LOC-04,SKU-0034,68
2025-01-02,LOC-04,SKU-0034,67
2025-01-03,LOC-04,SKU-0034,64
2025-01-04,LOC-04,SKU-0034,59
2025-01-05,LOC-04,SKU-0034,59
2025-01-06,LOC-04,SKU-0034,57
2025-01-07,LOC-04,SKU-0034,69
2025-01-08,LOC-04,SKU-0034,103
2025-01-09,LOC-04,SKU-0034,79
2025-01-10,LOC-04,SKU-0034,81
2025-01-11,LOC-04,SKU-0034,78
2025-01-12,LOC-04,SKU-0034,794
2025-01-13,LOC-04,SKU-0034,90
2025-01-14,LOC-04,SKU-0034,101
2025-01-15,LOC-04,SKU-0034,107
2025-01-16,LOC-04,SKU-0034,350
2025-01-17,LOC-04,SKU-0034,103
2025-01-18,LOC-04,SKU-0034,94
2025-01-19,LOC-04,SKU-0034,96
2025-01-20,LOC-04,SKU-0034,94
2025-01-21,LOC-04,SKU-0034,125
2025-01-22,LOC-04,SKU-0034,86
2025-01-23,LOC-04,SKU-0034,123
2025-01-24,LOC-04,SKU-0034,108
2025-01-25,LOC-04,SKU-0034,82
2025-01-26,LOC-04,SKU-0034,95
2025-01-27,LOC-04,SKU-0034,98
2025-01-28,LOC-04,SKU-0034,89
2025-01-29,LOC-04,SKU-0034,85
2025-01-30,LOC-04,SKU-0034,71
2025-01-31,LOC-04,SKU-0034,93
2025-02-01,LOC-04,SKU-0034,99
2025-02-02,LOC-04,SKU-0034,55
2025-02-03,LOC-04,SKU-0034,70
2025-02-04,LOC-04,SKU-0034,68
2025-02-05,LOC-04,SKU-0034,63
2025-02-06,LOC-04,SKU-0034,63
2025-02-07,LOC-04,SKU-0034,83
2025-02-08,LOC-04,SKU-0034,71
2025-02-09,LOC-04,SKU-0034,74
2025-02-10,LOC-04,SKU-0034,62
2025-02-11,LOC-04,SKU-0034,58
2025-02-12,LOC-04,SKU-0034,81
2025-02-13,LOC-04,SKU-0034,71
2025-02-14,LOC-04,SKU-0034,56
2025-02-15,LOC-04,SKU-0034,68
2025-02-16,LOC-04,SKU-0034,64
2025-02-17,LOC-04,SKU-0034,487
2025-02-18,LOC-04,SKU-0034,84
2025-02-19,LOC-04,SKU-0034,57
2025-02-20,LOC-04,SKU-0034,72
2025-02-21,LOC-04,SKU-0034,73
2025-02-22,LOC-04,SKU-0034,74
2025-02-23,LOC-04,SKU-0034,80
2025-02-24,LOC-04,SKU-0034,84
2025-02-25,LOC-04,SKU-0034,96
2024-11-28,LOC-04,SKU-0049,98
2024-11-29,LOC-04,SKU-0049,128
2024-11-30,LOC-04,SKU-0049,124
2024-12-01,LOC-04,SKU-0049,144
